candidate_domain,candidate_skills,candidate_years_experience,candidate_education,cv_text,job_domain,job_skills,job_years_required,job_description,relevance_score
Data Science / Intelligence Artificielle,R;Feature Engineering;Computer Vision;Python;PyTorch,5,Bac+2 (BTS/DUT),"Candidat motivé, 5 ans d'expérience en Data Science / Intelligence Artificielle, Bac+2 (BTS/DUT). Compétences techniques maîtrisées : R, Feature Engineering, Computer Vision, Python, PyTorch. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : esprit d'équipe, autonomie, résolution de problèmes.",Data Science / Intelligence Artificielle,Deep Learning;Computer Vision;ETL;TensorFlow;PyTorch;Statistiques;Data Visualization;Data Warehousing;SQL,1,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 1 ans d'expérience minimum requis. Compétences requises : Deep Learning, Computer Vision, ETL, TensorFlow, PyTorch, Statistiques, Data Visualization, Data Warehousing, SQL. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",66.9
Data Science / Intelligence Artificielle,Big Data;Power BI;Spark;Computer Vision;Hadoop;Pandas;Keras;Deep Learning;NumPy;R;Machine Learning;Data Visualization,8,Bac+3 (Licence),"Hamza - Bac+3 (Licence) - 8 années d'expérience professionnelle en Data Science / Intelligence Artificielle. Compétences techniques maîtrisées : Big Data, Power BI, Spark, Computer Vision, Hadoop, Pandas, Keras, Deep Learning, NumPy, R, Machine Learning, Data Visualization. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : communication, esprit critique, leadership.",Data Science / Intelligence Artificielle,Computer Vision;scikit-learn;NumPy;MLOps;PyTorch;TensorFlow;Big Data;ETL,0,"Nous recherchons un profil Data Science / Intelligence Artificielle justifiant d'au moins 0 ans d'expérience. Compétences requises : Computer Vision, scikit-learn, NumPy, MLOps, PyTorch, TensorFlow, Big Data, ETL. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",69.54
Cybersécurité,Cryptographie;Sécurité réseau;SIEM;Ethical Hacking;Forensics;Firewall;Incident Response;SOC monitoring;Wireshark;VPN,5,Bac+5 (Master / Ingénieur),"Candidat motivé, 5 ans d'expérience en Cybersécurité, Bac+5 (Master / Ingénieur). Compétences techniques maîtrisées : Cryptographie, Sécurité réseau, SIEM, Ethical Hacking, Forensics, Firewall, Incident Response, SOC monitoring, Wireshark, VPN. Domaine principal : Cybersécurité. Qualités personnelles : adaptabilité, communication, esprit d'équipe.",Cybersécurité,Gestion des risques;Kali Linux;SIEM;Audit de sécurité;Incident Response;Forensics,5,"Offre d'emploi : spécialiste Cybersécurité, expérience minimale de 5 ans. Compétences requises : Gestion des risques, Kali Linux, SIEM, Audit de sécurité, Incident Response, Forensics. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",76.67
Gestion de Projet,Budget projet;PRINCE2;PMP;Scrum;Product Owner;Confluence;Agile;Jira;MS Project;Kanban;Roadmap produit;Planification,1,Bac+5 (Master / Ingénieur),"Candidat motivé, 1 ans d'expérience en Gestion de Projet, Bac+5 (Master / Ingénieur). A travaillé pendant 1 ans sur des projets liés à Gestion de Projet, en mettant en œuvre Budget projet, PRINCE2, PMP, Scrum, Product Owner, Confluence, Agile, Jira, MS Project, Kanban, Roadmap produit, Planification. Qualités personnelles : gestion du stress, curiosité, résolution de problèmes.",Gestion de Projet,PRINCE2;Kanban;Planification;Product Owner;Agile,3,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 3 ans d'expérience. Compétences requises : PRINCE2, Kanban, Planification, Product Owner, Agile. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",63.17
Finance / Comptabilité,Comptabilité générale;SAP;Budgétisation;Gestion des risques financiers;IFRS;Consolidation;Trésorerie;Analyse financière;Contrôle de gestion,5,Bac+3 (Licence),"Emna - Bac+3 (Licence) - 5 années d'expérience professionnelle en Finance / Comptabilité. A travaillé pendant 5 ans sur des projets liés à Finance / Comptabilité, en mettant en œuvre Comptabilité générale, SAP, Budgétisation, Gestion des risques financiers, IFRS, Consolidation, Trésorerie, Analyse financière, Contrôle de gestion. Qualités personnelles : rigueur, esprit d'équipe, leadership.",Finance / Comptabilité,Modélisation financière;Contrôle de gestion;SAP;Comptabilité générale;Audit financier;IFRS;Analyse financière,0,"Nous recherchons un profil Finance / Comptabilité justifiant d'au moins 0 ans d'expérience. Compétences requises : Modélisation financière, Contrôle de gestion, SAP, Comptabilité générale, Audit financier, IFRS, Analyse financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",79.37
Finance / Comptabilité,IFRS;Contrôle de gestion;Audit financier;Modélisation financière;Comptabilité générale,1,Bac+2 (BTS/DUT),"Profil Finance / Comptabilité avec 1 ans d'expérience. Diplôme : Bac+2 (BTS/DUT). A travaillé pendant 1 ans sur des projets liés à Finance / Comptabilité, en mettant en œuvre IFRS, Contrôle de gestion, Audit financier, Modélisation financière, Comptabilité générale. Qualités personnelles : résolution de problèmes, communication, esprit critique.",Finance / Comptabilité,Reporting financier;Contrôle de gestion;Modélisation financière;Excel avancé;Power BI;Audit financier;Gestion des risques financiers;Trésorerie;Analyse financière;SAP,1,"Poste ouvert dans le domaine Finance / Comptabilité, 1 ans d'expérience minimum requis. Compétences requises : Reporting financier, Contrôle de gestion, Modélisation financière, Excel avancé, Power BI, Audit financier, Gestion des risques financiers, Trésorerie, Analyse financière, SAP. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",54.83
Développement Logiciel,GraphQL;REST API;PostgreSQL;MySQL;SOLID;Node.js;Spring Boot;Java;Vue.js;Spring;HTML;CI/CD,0,Bac+5 (Master / Ingénieur),"Anis, Bac+5 (Master / Ingénieur), 0 ans d'expérience dans le domaine Développement Logiciel. A travaillé pendant 0 ans sur des projets liés à Développement Logiciel, en mettant en œuvre GraphQL, REST API, PostgreSQL, MySQL, SOLID, Node.js, Spring Boot, Java, Vue.js, Spring, HTML, CI/CD. Qualités personnelles : gestion du stress, communication, esprit critique.",Finance / Comptabilité,Comptabilité générale;Modélisation financière;Power BI;Fiscalité;Excel avancé;Consolidation;IFRS;Contrôle de gestion;Analyse financière,7,"Offre d'emploi : spécialiste Finance / Comptabilité, expérience minimale de 7 ans. Compétences requises : Comptabilité générale, Modélisation financière, Power BI, Fiscalité, Excel avancé, Consolidation, IFRS, Contrôle de gestion, Analyse financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",2.25
Gestion de Projet,Product Owner;Roadmap produit;PRINCE2;Confluence;Planification,6,Bac+2 (BTS/DUT),"Nour, Bac+2 (BTS/DUT), 6 ans d'expérience dans le domaine Gestion de Projet. Compétences techniques maîtrisées : Product Owner, Roadmap produit, PRINCE2, Confluence, Planification. Domaine principal : Gestion de Projet. Qualités personnelles : sens de l'organisation, résolution de problèmes, rigueur.",Gestion de Projet,Scrum;Agile;PRINCE2;Jira;Reporting projet;Product Owner;Confluence;Budget projet,2,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 2 ans d'expérience. Compétences requises : Scrum, Agile, PRINCE2, Jira, Reporting projet, Product Owner, Confluence, Budget projet. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",64.65
Gestion de Projet,Product Owner;Jira;Reporting projet;Planification;MS Project,6,Bac+3 (Licence),"Candidat motivé, 6 ans d'expérience en Gestion de Projet, Bac+3 (Licence). Expérience professionnelle de 6 ans incluant l'utilisation de Product Owner, Jira, Reporting projet, Planification, MS Project dans des projets Gestion de Projet. Qualités personnelles : curiosité, esprit critique, autonomie.",Gestion de Projet,Agile;Product Owner;MS Project;Reporting projet;Roadmap produit,5,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 5 ans d'expérience. Compétences requises : Agile, Product Owner, MS Project, Reporting projet, Roadmap produit. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",73.49
Développement Logiciel,Spring Boot;Redis;React;Docker;CI/CD;MySQL;Gradle;Python;Kafka;JavaScript;HTML;SOLID,5,Bac+3 (Licence),"Candidat motivé, 5 ans d'expérience en Développement Logiciel, Bac+3 (Licence). Expérience professionnelle de 5 ans incluant l'utilisation de Spring Boot, Redis, React, Docker, CI/CD, MySQL, Gradle, Python, Kafka, JavaScript, HTML, SOLID dans des projets Développement Logiciel. Qualités personnelles : rigueur, leadership, créativité.",Développement Logiciel,Redis;CI/CD;Express;REST API;Kubernetes;HTML,2,"Offre d'emploi : spécialiste Développement Logiciel, expérience minimale de 2 ans. Compétences requises : Redis, CI/CD, Express, REST API, Kubernetes, HTML. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",68.48
Gestion de Projet,PRINCE2;Gestion des risques;Budget projet;Reporting projet,3,Bac+2 (BTS/DUT),"Ahmed, Bac+2 (BTS/DUT), 3 ans d'expérience dans le domaine Gestion de Projet. Compétences techniques maîtrisées : PRINCE2, Gestion des risques, Budget projet, Reporting projet. Domaine principal : Gestion de Projet. Qualités personnelles : adaptabilité, gestion du stress, autonomie.",Gestion de Projet,MS Project;Gestion des risques;Scrum;Reporting projet;Agile;Roadmap produit;Product Owner;Kanban;PMP;Confluence,1,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 1 ans d'expérience. Compétences requises : MS Project, Gestion des risques, Scrum, Reporting projet, Agile, Roadmap produit, Product Owner, Kanban, PMP, Confluence. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",62.01
Ressources Humaines,Formation professionnelle;Paie;Onboarding;GPEC;Gestion des talents;SIRH;Relations sociales;Workday;Droit du travail;Recrutement,4,Bac+5 (Master / Ingénieur),"Salma, Bac+5 (Master / Ingénieur), 4 ans d'expérience dans le domaine Ressources Humaines. A travaillé pendant 4 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Formation professionnelle, Paie, Onboarding, GPEC, Gestion des talents, SIRH, Relations sociales, Workday, Droit du travail, Recrutement. Qualités personnelles : gestion du stress, rigueur, esprit d'équipe.",Ressources Humaines,Onboarding;SuccessFactors;GPEC;Marque employeur;Paie,7,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 7 ans. Compétences requises : Onboarding, SuccessFactors, GPEC, Marque employeur, Paie. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",55.77
Finance / Comptabilité,Modélisation financière;Contrôle de gestion;Fiscalité;Comptabilité générale;Audit financier;SAP;Gestion des risques financiers;Excel avancé;Power BI;Analyse financière;Reporting financier,3,Bac+5 (Master / Ingénieur),"Ahmed - Bac+5 (Master / Ingénieur) - 3 années d'expérience professionnelle en Finance / Comptabilité. Compétences techniques maîtrisées : Modélisation financière, Contrôle de gestion, Fiscalité, Comptabilité générale, Audit financier, SAP, Gestion des risques financiers, Excel avancé, Power BI, Analyse financière, Reporting financier. Domaine principal : Finance / Comptabilité. Qualités personnelles : esprit d'équipe, curiosité, adaptabilité.",Finance / Comptabilité,Contrôle de gestion;SAP;Analyse financière;Consolidation;Fiscalité;Reporting financier;Excel avancé;Budgétisation;Modélisation financière,0,"Poste ouvert dans le domaine Finance / Comptabilité, 0 ans d'expérience minimum requis. Compétences requises : Contrôle de gestion, SAP, Analyse financière, Consolidation, Fiscalité, Reporting financier, Excel avancé, Budgétisation, Modélisation financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",94.64
Réseaux / Systèmes,DNS;Active Directory;DHCP;Supervision réseau,0,Bac+5 (Master / Ingénieur),"Ines, Bac+5 (Master / Ingénieur), 0 ans d'expérience dans le domaine Réseaux / Systèmes. A travaillé pendant 0 ans sur des projets liés à Réseaux / Systèmes, en mettant en œuvre DNS, Active Directory, DHCP, Supervision réseau. Qualités personnelles : adaptabilité, autonomie, gestion du stress.",Réseaux / Systèmes,Switching;TCP/IP;Sécurité réseau;Cisco;Active Directory,5,"Poste ouvert dans le domaine Réseaux / Systèmes, 5 ans d'expérience minimum requis. Compétences requises : Switching, TCP/IP, Sécurité réseau, Cisco, Active Directory. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",15.3
Gestion de Projet,Confluence;Product Owner;MS Project;Kanban;Roadmap produit,6,Bac+5 (Master / Ingénieur),"Ahmed, Bac+5 (Master / Ingénieur), 6 ans d'expérience dans le domaine Gestion de Projet. Expérience professionnelle de 6 ans incluant l'utilisation de Confluence, Product Owner, MS Project, Kanban, Roadmap produit dans des projets Gestion de Projet. Qualités personnelles : esprit d'équipe, autonomie, créativité.",Gestion de Projet,Roadmap produit;Budget projet;Reporting projet;Agile;Planification,1,"Nous recherchons un profil Gestion de Projet justifiant d'au moins 1 ans d'expérience. Compétences requises : Roadmap produit, Budget projet, Reporting projet, Agile, Planification. Le candidat idéal maîtrise ces technologies et outils dans un contexte Gestion de Projet.",63.47
Ressources Humaines,Droit du travail;Gestion des talents;GPEC;Onboarding,0,Bac+3 (Licence),"Profil Ressources Humaines avec 0 ans d'expérience. Diplôme : Bac+3 (Licence). A travaillé pendant 0 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Droit du travail, Gestion des talents, GPEC, Onboarding. Qualités personnelles : gestion du stress, esprit critique, rigueur.",Ressources Humaines,GPEC;Marque employeur;SIRH;Onboarding;Recrutement;Workday;Gestion des talents,1,"Poste ouvert dans le domaine Ressources Humaines, 1 ans d'expérience minimum requis. Compétences requises : GPEC, Marque employeur, SIRH, Onboarding, Recrutement, Workday, Gestion des talents. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",15.06
Développement Logiciel,Spring;Node.js;CI/CD;Gradle;CSS;REST API;Java;TypeScript;JavaScript;Spring Boot;Microservices;Python,7,Bac+2 (BTS/DUT),"Rania, Bac+2 (BTS/DUT), 7 ans d'expérience dans le domaine Développement Logiciel. A travaillé pendant 7 ans sur des projets liés à Développement Logiciel, en mettant en œuvre Spring, Node.js, CI/CD, Gradle, CSS, REST API, Java, TypeScript, JavaScript, Spring Boot, Microservices, Python. Qualités personnelles : créativité, rigueur, esprit critique.",Développement Logiciel,Docker;Kubernetes;PostgreSQL;Kafka;Spring;SOLID;Spring Boot;Java,0,"Offre d'emploi : spécialiste Développement Logiciel, expérience minimale de 0 ans. Compétences requises : Docker, Kubernetes, PostgreSQL, Kafka, Spring, SOLID, Spring Boot, Java. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",63.24
Développement Logiciel,Redis;GraphQL;JUnit;SOLID;RabbitMQ;Vue.js,2,Bac+5 (Master / Ingénieur),"Wael, Bac+5 (Master / Ingénieur), 2 ans d'expérience dans le domaine Développement Logiciel. Compétences techniques maîtrisées : Redis, GraphQL, JUnit, SOLID, RabbitMQ, Vue.js. Domaine principal : Développement Logiciel. Qualités personnelles : curiosité, gestion du stress, esprit critique.",Marketing Digital,Stratégie digitale;Marketing Automation;Facebook Ads;Branding,1,"Nous recherchons un profil Marketing Digital justifiant d'au moins 1 ans d'expérience. Compétences requises : Stratégie digitale, Marketing Automation, Facebook Ads, Branding. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",53.21
Développement Logiciel,Docker;Spring;GraphQL;MongoDB;Design Patterns;RabbitMQ,4,Bac+5 (Master / Ingénieur),"Ahmed, Bac+5 (Master / Ingénieur), 4 ans d'expérience dans le domaine Développement Logiciel. Expérience professionnelle de 4 ans incluant l'utilisation de Docker, Spring, GraphQL, MongoDB, Design Patterns, RabbitMQ dans des projets Développement Logiciel. Qualités personnelles : gestion du stress, leadership, adaptabilité.",Développement Logiciel,Kubernetes;Docker;Java;HTML;Maven;Python,5,"Poste ouvert dans le domaine Développement Logiciel, 5 ans d'expérience minimum requis. Compétences requises : Kubernetes, Docker, Java, HTML, Maven, Python. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",37.91
Marketing Digital,Community Management;Email Marketing;Growth Hacking;Stratégie digitale;Content Marketing;SEO;Facebook Ads;Google Ads;Copywriting;Marketing Automation;Google Analytics;Express,9,Bac+2 (BTS/DUT),"Rania, Bac+2 (BTS/DUT), 9 ans d'expérience dans le domaine Marketing Digital. Compétences techniques maîtrisées : Community Management, Email Marketing, Growth Hacking, Stratégie digitale, Content Marketing, SEO, Facebook Ads, Google Ads, Copywriting, Marketing Automation, Google Analytics, Express. Domaine principal : Marketing Digital. Qualités personnelles : esprit critique, gestion du stress, sens de l'organisation.",Marketing Digital,Google Ads;Branding;Growth Hacking;Marketing Automation;SEO;Facebook Ads;HubSpot,1,"Nous recherchons un profil Marketing Digital justifiant d'au moins 1 ans d'expérience. Compétences requises : Google Ads, Branding, Growth Hacking, Marketing Automation, SEO, Facebook Ads, HubSpot. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",81.29
Data Science / Intelligence Artificielle,Python;Spark;MLOps;Power BI;Airflow;Hadoop;Pandas;SQL;NumPy;PyTorch;Tableau,2,Doctorat (PhD),"Candidat motivé, 2 ans d'expérience en Data Science / Intelligence Artificielle, Doctorat (PhD). A travaillé pendant 2 ans sur des projets liés à Data Science / Intelligence Artificielle, en mettant en œuvre Python, Spark, MLOps, Power BI, Airflow, Hadoop, Pandas, SQL, NumPy, PyTorch, Tableau. Qualités personnelles : résolution de problèmes, gestion du stress, créativité.",Data Science / Intelligence Artificielle,PyTorch;Spark;MLOps;Tableau;Computer Vision;Airflow;A/B Testing;Big Data;Hadoop;NumPy,3,"Nous recherchons un profil Data Science / Intelligence Artificielle justifiant d'au moins 3 ans d'expérience. Compétences requises : PyTorch, Spark, MLOps, Tableau, Computer Vision, Airflow, A/B Testing, Big Data, Hadoop, NumPy. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",61.24
Data Science / Intelligence Artificielle,Python;Airflow;NumPy;Data Visualization,3,Bac+3 (Licence),"Profil Data Science / Intelligence Artificielle avec 3 ans d'expérience. Diplôme : Bac+3 (Licence). Compétences techniques maîtrisées : Python, Airflow, NumPy, Data Visualization. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : résolution de problèmes, créativité, autonomie.",DevOps / Cloud,Kubernetes;GitLab CI;Prometheus;Bash;Cloud Security,7,"Offre d'emploi : spécialiste DevOps / Cloud, expérience minimale de 7 ans. Compétences requises : Kubernetes, GitLab CI, Prometheus, Bash, Cloud Security. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",20.86
Réseaux / Systèmes,Switching;VPN;Routage;VMware;Linux;DHCP;Sécurité réseau;TCP/IP;DNS;Virtualisation;Supervision réseau,4,Doctorat (PhD),"Emna, Doctorat (PhD), 4 ans d'expérience dans le domaine Réseaux / Systèmes. Expérience professionnelle de 4 ans incluant l'utilisation de Switching, VPN, Routage, VMware, Linux, DHCP, Sécurité réseau, TCP/IP, DNS, Virtualisation, Supervision réseau dans des projets Réseaux / Systèmes. Qualités personnelles : rigueur, résolution de problèmes, autonomie.",Réseaux / Systèmes,Switching;VMware;Cisco;Windows Server,3,"Poste ouvert dans le domaine Réseaux / Systèmes, 3 ans d'expérience minimum requis. Compétences requises : Switching, VMware, Cisco, Windows Server. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",73.72
DevOps / Cloud,Jenkins;Bash;GCP;Kubernetes;Nginx;Terraform;GitLab CI;Load Balancing;Grafana;Docker;Monitoring,4,Doctorat (PhD),"Aziz - Doctorat (PhD) - 4 années d'expérience professionnelle en DevOps / Cloud. Compétences techniques maîtrisées : Jenkins, Bash, GCP, Kubernetes, Nginx, Terraform, GitLab CI, Load Balancing, Grafana, Docker, Monitoring. Domaine principal : DevOps / Cloud. Qualités personnelles : leadership, gestion du stress, curiosité.",DevOps / Cloud,GitLab CI;Load Balancing;Grafana;Networking;CI/CD;Prometheus;Terraform,1,"Poste ouvert dans le domaine DevOps / Cloud, 1 ans d'expérience minimum requis. Compétences requises : GitLab CI, Load Balancing, Grafana, Networking, CI/CD, Prometheus, Terraform. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",79.37
Gestion de Projet,Product Owner;Kanban;Confluence;Scrum;Gestion des risques;Reporting projet;Budget projet;MS Project;PMP;Jira,5,Bac+5 (Master / Ingénieur),"Ahmed, Bac+5 (Master / Ingénieur), 5 ans d'expérience dans le domaine Gestion de Projet. A travaillé pendant 5 ans sur des projets liés à Gestion de Projet, en mettant en œuvre Product Owner, Kanban, Confluence, Scrum, Gestion des risques, Reporting projet, Budget projet, MS Project, PMP, Jira. Qualités personnelles : esprit critique, esprit d'équipe, leadership.",Ressources Humaines,SuccessFactors;Onboarding;Paie;Marque employeur;SIRH;Formation professionnelle;Workday,0,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 0 ans. Compétences requises : SuccessFactors, Onboarding, Paie, Marque employeur, SIRH, Formation professionnelle, Workday. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",49.64
Ressources Humaines,Gestion des talents;Paie;Marque employeur;Workday;Droit du travail;GPEC,5,Bac+3 (Licence),"Dorra - Bac+3 (Licence) - 5 années d'expérience professionnelle en Ressources Humaines. A travaillé pendant 5 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Gestion des talents, Paie, Marque employeur, Workday, Droit du travail, GPEC. Qualités personnelles : autonomie, curiosité, rigueur.",Ressources Humaines,Onboarding;Entretien annuel;Relations sociales;Recrutement;Droit du travail;Formation professionnelle;SIRH,7,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 7 ans. Compétences requises : Onboarding, Entretien annuel, Relations sociales, Recrutement, Droit du travail, Formation professionnelle, SIRH. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",53.78
Ressources Humaines,Onboarding;Recrutement;SIRH;Relations sociales,8,Bac+5 (Master / Ingénieur),"Profil Ressources Humaines avec 8 ans d'expérience. Diplôme : Bac+5 (Master / Ingénieur). A travaillé pendant 8 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Onboarding, Recrutement, SIRH, Relations sociales. Qualités personnelles : adaptabilité, sens de l'organisation, résolution de problèmes.",Ressources Humaines,Workday;SIRH;SuccessFactors;Onboarding;Paie,7,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 7 ans d'expérience. Compétences requises : Workday, SIRH, SuccessFactors, Onboarding, Paie. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",73.05
Gestion de Projet,Planification;Gestion des risques;Roadmap produit;PRINCE2;Scrum;Reporting projet;PMP;Product Owner;Confluence;Agile,3,Bac+5 (Master / Ingénieur),"Candidat motivé, 3 ans d'expérience en Gestion de Projet, Bac+5 (Master / Ingénieur). A travaillé pendant 3 ans sur des projets liés à Gestion de Projet, en mettant en œuvre Planification, Gestion des risques, Roadmap produit, PRINCE2, Scrum, Reporting projet, PMP, Product Owner, Confluence, Agile. Qualités personnelles : esprit d'équipe, communication, esprit critique.",DevOps / Cloud,Azure;Vagrant;Load Balancing;CI/CD,5,"Poste ouvert dans le domaine DevOps / Cloud, 5 ans d'expérience minimum requis. Compétences requises : Azure, Vagrant, Load Balancing, CI/CD. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",37.29
DevOps / Cloud,Ansible;Vagrant;Prometheus;Grafana;Monitoring;AWS;Terraform,6,Bac+5 (Master / Ingénieur),"Candidat motivé, 6 ans d'expérience en DevOps / Cloud, Bac+5 (Master / Ingénieur). Expérience professionnelle de 6 ans incluant l'utilisation de Ansible, Vagrant, Prometheus, Grafana, Monitoring, AWS, Terraform dans des projets DevOps / Cloud. Qualités personnelles : curiosité, esprit critique, communication.",DevOps / Cloud,AWS;Linux;GitLab CI;CI/CD;Prometheus;Kubernetes;Vagrant,5,"Poste ouvert dans le domaine DevOps / Cloud, 5 ans d'expérience minimum requis. Compétences requises : AWS, Linux, GitLab CI, CI/CD, Prometheus, Kubernetes, Vagrant. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",61.77
Finance / Comptabilité,Trésorerie;Fiscalité;Power BI;Analyse financière;Gestion des risques financiers;Excel avancé;Modélisation financière;Comptabilité générale,6,Bac+2 (BTS/DUT),"Salma, Bac+2 (BTS/DUT), 6 ans d'expérience dans le domaine Finance / Comptabilité. A travaillé pendant 6 ans sur des projets liés à Finance / Comptabilité, en mettant en œuvre Trésorerie, Fiscalité, Power BI, Analyse financière, Gestion des risques financiers, Excel avancé, Modélisation financière, Comptabilité générale. Qualités personnelles : communication, gestion du stress, adaptabilité.",Finance / Comptabilité,Fiscalité;Power BI;Audit financier;Consolidation;Reporting financier;Comptabilité générale;Modélisation financière,0,"Nous recherchons un profil Finance / Comptabilité justifiant d'au moins 0 ans d'expérience. Compétences requises : Fiscalité, Power BI, Audit financier, Consolidation, Reporting financier, Comptabilité générale, Modélisation financière. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",79.16
Réseaux / Systèmes,VMware;Windows Server;PowerShell;TCP/IP;Budgétisation,4,Bac+2 (BTS/DUT),"Molka - Bac+2 (BTS/DUT) - 4 années d'expérience professionnelle en Réseaux / Systèmes. A travaillé pendant 4 ans sur des projets liés à Réseaux / Systèmes, en mettant en œuvre VMware, Windows Server, PowerShell, TCP/IP, Budgétisation. Qualités personnelles : esprit critique, rigueur, gestion du stress.",Réseaux / Systèmes,Cisco;Linux;VMware;VPN;PowerShell;TCP/IP;DHCP;Switching;Supervision réseau,2,"Poste ouvert dans le domaine Réseaux / Systèmes, 2 ans d'expérience minimum requis. Compétences requises : Cisco, Linux, VMware, VPN, PowerShell, TCP/IP, DHCP, Switching, Supervision réseau. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",74.37
Réseaux / Systèmes,PowerShell;DNS;VPN;Virtualisation;Sécurité réseau,9,Bac+3 (Licence),"Yassine, Bac+3 (Licence), 9 ans d'expérience dans le domaine Réseaux / Systèmes. Expérience professionnelle de 9 ans incluant l'utilisation de PowerShell, DNS, VPN, Virtualisation, Sécurité réseau dans des projets Réseaux / Systèmes. Qualités personnelles : sens de l'organisation, résolution de problèmes, adaptabilité.",Réseaux / Systèmes,Windows Server;Active Directory;DHCP;Cisco;Linux;DNS;VPN;TCP/IP,3,"Offre d'emploi : spécialiste Réseaux / Systèmes, expérience minimale de 3 ans. Compétences requises : Windows Server, Active Directory, DHCP, Cisco, Linux, DNS, VPN, TCP/IP. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",66.59
Data Science / Intelligence Artificielle,Hadoop;Tableau;ETL;TensorFlow;Deep Learning;R;MLOps;Power BI;Spark;Data Visualization,8,Bac+2 (BTS/DUT),"Profil Data Science / Intelligence Artificielle avec 8 ans d'expérience. Diplôme : Bac+2 (BTS/DUT). Compétences techniques maîtrisées : Hadoop, Tableau, ETL, TensorFlow, Deep Learning, R, MLOps, Power BI, Spark, Data Visualization. Domaine principal : Data Science / Intelligence Artificielle. Qualités personnelles : rigueur, autonomie, leadership.",Data Science / Intelligence Artificielle,Machine Learning;Airflow;SQL;Python;Data Warehousing;Statistiques;Pandas;Big Data;Keras;NLP,2,"Offre d'emploi : spécialiste Data Science / Intelligence Artificielle, expérience minimale de 2 ans. Compétences requises : Machine Learning, Airflow, SQL, Python, Data Warehousing, Statistiques, Pandas, Big Data, Keras, NLP. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",58.61
